Body Fat Percentage,Gender,Age,Weight,Height,BMI,Neck,Chest,Abdomen,Hip,Thigh,Knee,Ankle,Biceps,Forearm,Wrist,Workout Type,Workout Frequency,Session Duration,Calories Burned,Calories Burned Per Hour
19.23,M,24,89.91,1.90,24.92,,,,,,,,,,,,,,,
26.51,F,23,61.59,1.67,22.19,,,,,,,,,,,,,,,
40.10,F,19,87.78,1.60,34.27,,,,,,,,,,,,,,,
26.10,M,57,75.98,1.77,24.33,,,,,,,,,,,,,,,
28.87,F,22,61.14,1.58,24.34,,,,,,,,,,,,,,,
26.88,F,28,69.84,1.80,21.53,,,,,,,,,,,,,,,
31.34,M,58,109.73,1.96,28.50,,,,,,,,,,,,,,,
44.70,F,38,100.47,1.71,34.47,,,,,,,,,,,,,,,
34.02,F,57,69.51,1.78,21.92,,,,,,,,,,,,,,,
19.79,M,60,58.46,1.78,18.50,,,,,,,,,,,,,,,
33.40,F,48,74.27,1.79,23.13,,,,,,,,,,,,,,,
29.36,F,32,66.82,1.71,22.83,,,,,,,,,,,,,,,
24.37,M,42,95.88,1.93,25.76,,,,,,,,,,,,,,,
21.46,M,64,69.57,1.91,19.12,,,,,,,,,,,,,,,
16.52,M,62,55.14,1.89,15.39,,,,,,,,,,,,,,,
35.71,M,65,89.40,1.70,30.80,,,,,,,,,,,,,,,
25.63,F,22,58.26,1.64,21.64,,,,,,,,,,,,,,,
22.79,M,33,76.25,1.71,26.17,,,,,,,,,,,,,,,
16.90,M,46,54.92,1.71,18.77,,,,,,,,,,,,,,,
25.06,F,44,55.65,1.81,16.95,,,,,,,,,,,,,,,
39.77,F,48,72.55,1.60,28.44,,,,,,,,,,,,,,,
33.46,M,57,102.53,1.83,30.46,,,,,,,,,,,,,,,
41.52,F,53,82.35,1.69,28.94,,,,,,,,,,,,,,,
42.19,F,44,97.75,1.77,31.22,,,,,,,,,,,,,,,
19.84,M,53,57.64,1.70,19.88,,,,,,,,,,,,,,,
31.50,M,44,108.07,1.86,31.31,,,,,,,,,,,,,,,
14.12,M,34,65.64,1.87,18.75,,,,,,,,,,,,,,,
30.04,M,34,108.88,1.84,32.02,,,,,,,,,,,,,,,
39.93,F,31,99.77,1.77,31.83,,,,,,,,,,,,,,,
38.29,F,55,69.15,1.64,25.86,,,,,,,,,,,,,,,
19.31,M,46,64.47,1.76,20.77,,,,,,,,,,,,,,,
47.78,F,54,104.44,1.75,33.96,,,,,,,,,,,,,,,
38.77,F,43,90.04,1.78,28.57,,,,,,,,,,,,,,,
20.82,M,19,95.74,1.88,27.21,,,,,,,,,,,,,,,
16.65,M,65,53.11,1.89,14.92,,,,,,,,,,,,,,,
22.89,F,30,57.14,1.79,17.82,,,,,,,,,,,,,,,
31.39,M,50,105.86,1.88,30.07,,,,,,,,,,,,,,,
40.71,F,24,100.85,1.73,33.82,,,,,,,,,,,,,,,
30.61,F,25,69.62,1.66,25.22,,,,,,,,,,,,,,,
31.32,F,26,83.42,1.80,25.61,,,,,,,,,,,,,,,
40.66,F,28,71.67,1.47,33.02,,,,,,,,,,,,,,,
41.57,F,47,72.40,1.55,30.13,,,,,,,,,,,,,,,
21.11,F,23,52.65,1.73,17.68,,,,,,,,,,,,,,,
13.54,M,54,55.56,1.96,14.43,,,,,,,,,,,,,,,
17.59,M,22,75.31,1.77,23.94,,,,,,,,,,,,,,,
5.49,M,19,51.36,1.89,14.44,,,,,,,,,,,,,,,
50.71,F,63,94.20,1.65,34.69,,,,,,,,,,,,,,,
25.60,M,32,104.78,1.91,28.70,,,,,,,,,,,,,,,
31.29,M,49,102.43,1.84,30.18,,,,,,,,,,,,,,,
30.17,M,27,107.92,1.80,33.47,,,,,,,,,,,,,,,
47.78,F,63,102.95,1.79,32.24,,,,,,,,,,,,,,,
48.63,F,56,98.81,1.70,34.29,,,,,,,,,,,,,,,
39.48,F,24,102.76,1.77,32.80,,,,,,,,,,,,,,,
26.04,M,39,97.00,1.87,27.72,,,,,,,,,,,,,,,
27.58,M,47,82.69,1.73,27.48,,,,,,,,,,,,,,,
45.29,F,57,99.68,1.78,31.31,,,,,,,,,,,,,,,
41.19,F,34,79.14,1.57,32.31,,,,,,,,,,,,,,,
28.16,F,60,51.77,1.77,16.46,,,,,,,,,,,,,,,
41.20,F,58,73.13,1.62,27.71,,,,,,,,,,,,,,,
22.81,M,28,96.15,1.88,27.15,,,,,,,,,,,,,,,
24.39,M,28,91.76,1.80,28.45,,,,,,,,,,,,,,,
24.24,M,54,77.16,1.82,23.35,,,,,,,,,,,,,,,
25.93,M,54,76.38,1.76,24.76,,,,,,,,,,,,,,,
28.41,F,19,79.12,1.80,24.53,,,,,,,,,,,,,,,
31.46,F,47,71.44,1.81,21.71,,,,,,,,,,,,,,,
41.76,F,36,83.78,1.61,32.40,,,,,,,,,,,,,,,
29.62,F,44,50.77,1.56,20.75,,,,,,,,,,,,,,,
30.26,F,25,72.49,1.71,24.93,,,,,,,,,,,,,,,
23.14,M,52,75.88,1.82,22.82,,,,,,,,,,,,,,,
39.27,F,54,87.76,1.81,26.87,,,,,,,,,,,,,,,
18.71,M,63,56.94,1.83,17.01,,,,,,,,,,,,,,,
29.87,M,27,108.54,1.81,33.22,,,,,,,,,,,,,,,
40.66,F,38,78.69,1.59,31.10,,,,,,,,,,,,,,,
31.49,F,52,69.07,1.82,20.77,,,,,,,,,,,,,,,
43.91,F,46,107.65,1.83,32.28,,,,,,,,,,,,,,,
38.19,F,21,95.37,1.72,32.30,,,,,,,,,,,,,,,
29.31,M,43,90.67,1.75,29.68,,,,,,,,,,,,,,,
15.21,M,24,78.63,1.91,21.58,,,,,,,,,,,,,,,
20.99,M,32,83.08,1.83,24.86,,,,,,,,,,,,,,,
40.16,F,38,82.94,1.64,30.69,,,,,,,,,,,,,,,
16.34,M,36,67.13,1.82,20.22,,,,,,,,,,,,,,,
47.56,F,61,78.32,1.55,32.44,,,,,,,,,,,,,,,
36.82,F,47,82.00,1.77,26.18,,,,,,,,,,,,,,,
27.63,M,42,95.75,1.83,28.47,,,,,,,,,,,,,,,
32.35,M,53,103.69,1.85,30.30,,,,,,,,,,,,,,,
39.17,F,43,65.16,1.50,28.90,,,,,,,,,,,,,,,
30.45,F,20,82.59,1.78,26.05,,,,,,,,,,,,,,,
14.35,M,26,74.29,1.90,20.47,,,,,,,,,,,,,,,
29.54,M,40,102.68,1.84,30.45,,,,,,,,,,,,,,,
15.26,M,28,65.91,1.78,20.85,,,,,,,,,,,,,,,
20.56,M,62,73.20,1.98,18.75,,,,,,,,,,,,,,,
51.43,F,65,98.37,1.68,34.90,,,,,,,,,,,,,,,
40.09,F,39,99.89,1.81,30.43,,,,,,,,,,,,,,,
36.97,F,24,102.06,1.82,30.71,,,,,,,,,,,,,,,
33.55,F,41,54.43,1.49,24.60,,,,,,,,,,,,,,,
25.80,M,48,81.94,1.78,25.80,,,,,,,,,,,,,,,
18.44,M,64,58.86,1.88,16.60,,,,,,,,,,,,,,,
37.44,F,28,78.20,1.61,30.33,,,,,,,,,,,,,,,
43.96,F,36,68.94,1.42,34.23,,,,,,,,,,,,,,,
42.16,F,26,100.21,1.70,34.65,,,,,,,,,,,,,,,
21.70,M,27,95.29,1.90,26.41,,,,,,,,,,,,,,,
36.37,F,40,79.69,1.71,27.14,,,,,,,,,,,,,,,
14.53,M,46,60.71,1.90,16.79,,,,,,,,,,,,,,,
40.88,F,59,86.55,1.78,27.26,,,,,,,,,,,,,,,
14.68,M,31,62.62,1.78,19.79,,,,,,,,,,,,,,,
26.80,M,56,92.49,1.92,25.10,,,,,,,,,,,,,,,
15.37,M,35,73.81,1.94,19.60,,,,,,,,,,,,,,,
41.55,F,53,94.21,1.80,28.96,,,,,,,,,,,,,,,
33.28,F,32,84.44,1.80,26.10,,,,,,,,,,,,,,,
43.69,F,64,85.40,1.73,28.64,,,,,,,,,,,,,,,
28.27,F,51,55.54,1.74,18.28,,,,,,,,,,,,,,,
13.21,M,50,51.08,1.85,14.92,,,,,,,,,,,,,,,
34.40,M,44,99.78,1.72,33.74,,,,,,,,,,,,,,,
42.40,F,45,93.58,1.73,31.21,,,,,,,,,,,,,,,
37.15,F,48,60.31,1.52,26.26,,,,,,,,,,,,,,,
30.46,F,57,59.93,1.78,18.95,,,,,,,,,,,,,,,
16.70,M,56,64.08,1.96,16.68,,,,,,,,,,,,,,,
22.18,M,52,66.87,1.74,22.02,,,,,,,,,,,,,,,
34.04,F,45,67.80,1.67,24.24,,,,,,,,,,,,,,,
14.46,M,50,60.43,1.95,15.97,,,,,,,,,,,,,,,
27.76,M,52,83.86,1.77,26.67,,,,,,,,,,,,,,,
20.75,M,60,64.49,1.83,19.29,,,,,,,,,,,,,,,
14.71,M,45,53.26,1.76,17.13,,,,,,,,,,,,,,,
18.96,M,24,77.07,1.77,24.70,,,,,,,,,,,,,,,
27.65,M,39,105.51,1.91,29.07,,,,,,,,,,,,,,,
43.53,F,35,79.96,1.53,34.06,,,,,,,,,,,,,,,
36.06,F,37,81.53,1.72,27.46,,,,,,,,,,,,,,,
25.28,M,21,101.78,1.83,30.54,,,,,,,,,,,,,,,
15.64,M,19,73.89,1.80,22.89,,,,,,,,,,,,,,,
27.51,F,22,57.96,1.58,23.21,,,,,,,,,,,,,,,
30.58,M,56,83.76,1.72,28.25,,,,,,,,,,,,,,,
20.94,M,21,101.62,1.94,26.92,,,,,,,,,,,,,,,
15.48,M,29,75.30,1.90,20.84,,,,,,,,,,,,,,,
38.40,M,64,106.51,1.79,33.23,,,,,,,,,,,,,,,
35.29,F,51,76.65,1.78,24.14,,,,,,,,,,,,,,,
26.11,M,27,106.07,1.88,30.08,,,,,,,,,,,,,,,
24.35,M,53,88.42,1.93,23.64,,,,,,,,,,,,,,,
42.85,F,63,58.90,1.45,28.13,,,,,,,,,,,,,,,
15.18,M,61,52.67,1.91,14.46,,,,,,,,,,,,,,,
29.31,F,18,72.69,1.69,25.48,,,,,,,,,,,,,,,
36.80,F,30,57.97,1.40,29.42,,,,,,,,,,,,,,,
17.22,M,57,51.47,1.74,16.93,,,,,,,,,,,,,,,
31.61,F,19,66.46,1.56,27.20,,,,,,,,,,,,,,,
39.83,F,34,100.67,1.80,31.17,,,,,,,,,,,,,,,
25.19,M,61,66.59,1.71,22.80,,,,,,,,,,,,,,,
36.82,F,49,65.71,1.60,25.80,,,,,,,,,,,,,,,
27.08,M,28,99.84,1.80,30.70,,,,,,,,,,,,,,,
34.85,F,40,83.20,1.79,25.87,,,,,,,,,,,,,,,
27.01,F,56,53.22,1.81,16.28,,,,,,,,,,,,,,,
28.30,F,55,58.55,1.83,17.54,,,,,,,,,,,,,,,
20.79,M,48,64.73,1.73,21.62,,,,,,,,,,,,,,,
31.63,M,43,107.46,1.84,31.61,,,,,,,,,,,,,,,
25.38,M,38,105.33,1.96,27.37,,,,,,,,,,,,,,,
39.74,F,55,65.99,1.56,27.07,,,,,,,,,,,,,,,
29.57,M,43,103.06,1.86,29.90,,,,,,,,,,,,,,,
39.11,F,39,80.53,1.65,29.62,,,,,,,,,,,,,,,
28.61,F,51,50.99,1.66,18.57,,,,,,,,,,,,,,,
45.18,F,48,101.71,1.76,32.95,,,,,,,,,,,,,,,
39.56,F,62,80.14,1.77,25.59,,,,,,,,,,,,,,,
29.19,F,45,50.06,1.57,20.20,,,,,,,,,,,,,,,
45.04,F,46,105.17,1.78,33.22,,,,,,,,,,,,,,,
20.98,M,62,66.09,1.86,19.10,,,,,,,,,,,,,,,
15.99,M,32,64.03,1.76,20.69,,,,,,,,,,,,,,,
45.04,F,41,101.79,1.73,34.17,,,,,,,,,,,,,,,
39.44,F,47,77.82,1.66,28.36,,,,,,,,,,,,,,,
19.51,M,21,97.09,1.94,25.73,,,,,,,,,,,,,,,
28.43,M,63,79.57,1.78,25.11,,,,,,,,,,,,,,,
16.54,M,51,63.57,1.91,17.51,,,,,,,,,,,,,,,
18.79,M,32,68.42,1.72,23.02,,,,,,,,,,,,,,,
32.47,F,57,51.94,1.59,20.64,,,,,,,,,,,,,,,
40.69,F,33,85.04,1.63,32.08,,,,,,,,,,,,,,,
46.50,F,47,97.57,1.69,34.24,,,,,,,,,,,,,,,
19.00,M,45,69.16,1.83,20.71,,,,,,,,,,,,,,,
32.59,F,22,85.64,1.77,27.44,,,,,,,,,,,,,,,
40.56,F,33,106.15,1.82,31.97,,,,,,,,,,,,,,,
42.75,F,42,101.72,1.78,32.08,,,,,,,,,,,,,,,
45.09,F,47,94.97,1.69,33.07,,,,,,,,,,,,,,,
46.32,F,54,107.09,1.81,32.75,,,,,,,,,,,,,,,
29.35,F,41,50.02,1.54,21.10,,,,,,,,,,,,,,,
42.50,F,34,93.84,1.68,33.40,,,,,,,,,,,,,,,
39.29,F,32,103.13,1.82,31.11,,,,,,,,,,,,,,,
15.32,M,21,68.32,1.75,22.25,,,,,,,,,,,,,,,
14.80,M,60,52.18,1.91,14.33,,,,,,,,,,,,,,,
46.21,F,61,103.34,1.82,31.32,,,,,,,,,,,,,,,
35.40,F,33,63.17,1.51,27.67,,,,,,,,,,,,,,,
35.13,F,29,70.93,1.59,28.22,,,,,,,,,,,,,,,
19.48,M,57,54.86,1.71,18.80,,,,,,,,,,,,,,,
48.42,F,59,70.92,1.45,33.54,,,,,,,,,,,,,,,
37.35,M,62,95.64,1.71,32.74,,,,,,,,,,,,,,,
32.76,F,25,54.76,1.42,27.01,,,,,,,,,,,,,,,
23.98,F,33,54.61,1.73,18.16,,,,,,,,,,,,,,,
25.13,M,31,108.43,1.95,28.50,,,,,,,,,,,,,,,
21.43,M,36,74.77,1.75,24.46,,,,,,,,,,,,,,,
37.13,M,59,104.22,1.77,33.13,,,,,,,,,,,,,,,
7.54,M,28,55.24,1.96,14.41,,,,,,,,,,,,,,,
30.30,F,57,58.44,1.76,18.83,,,,,,,,,,,,,,,
31.72,M,26,108.95,1.77,34.95,,,,,,,,,,,,,,,
17.10,M,33,73.97,1.86,21.43,,,,,,,,,,,,,,,
36.78,F,25,94.39,1.76,30.35,,,,,,,,,,,,,,,
35.41,F,37,53.42,1.41,26.92,,,,,,,,,,,,,,,
11.45,M,28,55.86,1.78,17.68,,,,,,,,,,,,,,,
45.40,F,47,106.04,1.78,33.32,,,,,,,,,,,,,,,
43.79,F,41,109.35,1.82,33.14,,,,,,,,,,,,,,,
28.13,F,30,53.94,1.56,22.20,,,,,,,,,,,,,,,
34.42,F,37,82.64,1.78,26.09,,,,,,,,,,,,,,,
39.17,F,23,91.79,1.67,32.73,,,,,,,,,,,,,,,
45.63,F,43,88.70,1.61,34.29,,,,,,,,,,,,,,,
48.05,F,60,105.42,1.79,33.04,,,,,,,,,,,,,,,
27.15,M,55,81.89,1.79,25.58,,,,,,,,,,,,,,,
31.04,F,22,52.57,1.42,26.15,,,,,,,,,,,,,,,
37.22,F,36,88.38,1.76,28.62,,,,,,,,,,,,,,,
36.43,F,52,77.23,1.76,24.89,,,,,,,,,,,,,,,
37.93,F,65,79.08,1.83,23.65,,,,,,,,,,,,,,,
18.67,M,29,81.05,1.86,23.50,,,,,,,,,,,,,,,
46.04,F,44,69.97,1.43,34.43,,,,,,,,,,,,,,,
31.58,F,21,54.76,1.43,26.79,,,,,,,,,,,,,,,
22.92,M,58,74.85,1.87,21.48,,,,,,,,,,,,,,,
24.92,M,48,96.14,1.96,25.07,,,,,,,,,,,,,,,
19.29,M,20,90.78,1.88,25.75,,,,,,,,,,,,,,,
19.58,M,40,82.99,1.94,22.15,,,,,,,,,,,,,,,
39.45,F,38,70.56,1.53,30.09,,,,,,,,,,,,,,,
20.26,M,26,78.48,1.76,25.40,,,,,,,,,,,,,,,
17.25,M,28,74.72,1.82,22.51,,,,,,,,,,,,,,,
35.71,M,51,102.58,1.75,33.48,,,,,,,,,,,,,,,
35.56,F,25,85.43,1.71,29.34,,,,,,,,,,,,,,,
35.14,F,23,72.29,1.57,29.38,,,,,,,,,,,,,,,
20.92,M,28,98.16,1.96,25.57,,,,,,,,,,,,,,,
22.16,M,45,86.27,1.92,23.34,,,,,,,,,,,,,,,
37.42,F,18,104.49,1.80,32.24,,,,,,,,,,,,,,,
18.43,M,30,87.08,1.94,23.11,,,,,,,,,,,,,,,
43.65,F,40,103.54,1.77,33.21,,,,,,,,,,,,,,,
32.24,M,46,102.93,1.81,31.55,,,,,,,,,,,,,,,
17.17,M,58,63.01,1.94,16.69,,,,,,,,,,,,,,,
28.75,M,44,94.60,1.81,29.02,,,,,,,,,,,,,,,
17.49,M,38,80.91,1.97,20.79,,,,,,,,,,,,,,,
43.34,F,46,95.59,1.73,31.80,,,,,,,,,,,,,,,
38.25,F,25,97.36,1.76,31.58,,,,,,,,,,,,,,,
26.73,M,62,85.57,1.89,23.89,,,,,,,,,,,,,,,
28.00,M,44,106.99,1.94,28.40,,,,,,,,,,,,,,,
45.62,F,65,78.11,1.61,30.06,,,,,,,,,,,,,,,
15.12,M,30,67.40,1.82,20.35,,,,,,,,,,,,,,,
16.18,M,29,72.11,1.83,21.42,,,,,,,,,,,,,,,
28.93,F,36,70.60,1.80,21.71,,,,,,,,,,,,,,,
27.42,M,52,94.88,1.90,26.38,,,,,,,,,,,,,,,
37.20,F,21,96.99,1.76,31.47,,,,,,,,,,,,,,,
43.58,F,45,107.47,1.83,32.20,,,,,,,,,,,,,,,
29.67,M,53,81.37,1.70,28.07,,,,,,,,,,,,,,,
40.72,F,25,108.04,1.79,33.64,,,,,,,,,,,,,,,
37.77,F,56,73.07,1.70,25.24,,,,,,,,,,,,,,,
39.53,M,61,102.13,1.71,34.75,,,,,,,,,,,,,,,
32.39,M,29,109.93,1.77,34.93,,,,,,,,,,,,,,,
34.84,M,64,91.41,1.74,30.27,,,,,,,,,,,,,,,
44.68,F,39,102.52,1.73,34.25,,,,,,,,,,,,,,,
29.34,F,30,69.49,1.73,23.20,,,,,,,,,,,,,,,
18.40,F,20,52.75,1.82,16.00,,,,,,,,,,,,,,,
27.69,F,37,55.33,1.64,20.48,,,,,,,,,,,,,,,
44.80,F,44,99.73,1.73,33.40,,,,,,,,,,,,,,,
38.31,F,19,105.15,1.79,32.78,,,,,,,,,,,,,,,
38.38,F,19,65.26,1.41,32.84,,,,,,,,,,,,,,,
36.59,F,26,89.25,1.72,30.00,,,,,,,,,,,,,,,
43.01,F,37,89.99,1.65,33.25,,,,,,,,,,,,,,,
17.02,M,32,83.21,1.96,21.55,,,,,,,,,,,,,,,
23.07,M,64,77.46,1.95,20.45,,,,,,,,,,,,,,,
21.61,M,39,83.46,1.86,24.04,,,,,,,,,,,,,,,
27.59,M,44,89.06,1.78,28.06,,,,,,,,,,,,,,,
14.10,M,53,58.22,1.96,15.09,,,,,,,,,,,,,,,
23.68,M,29,97.00,1.87,27.68,,,,,,,,,,,,,,,
49.27,F,64,99.03,1.72,33.29,,,,,,,,,,,,,,,
20.42,M,24,91.63,1.88,25.92,,,,,,,,,,,,,,,
22.03,M,33,79.66,1.77,25.54,,,,,,,,,,,,,,,
20.43,F,19,59.77,1.83,17.88,,,,,,,,,,,,,,,
32.22,F,27,56.13,1.46,26.18,,,,,,,,,,,,,,,
39.63,F,47,84.67,1.72,28.52,,,,,,,,,,,,,,,
38.86,F,27,98.34,1.76,31.71,,,,,,,,,,,,,,,
19.31,M,22,79.92,1.77,25.38,,,,,,,,,,,,,,,
45.99,F,63,102.85,1.83,30.75,,,,,,,,,,,,,,,
47.77,F,59,107.40,1.80,33.00,,,,,,,,,,,,,,,
33.53,F,54,63.44,1.69,22.09,,,,,,,,,,,,,,,
41.80,F,28,96.98,1.69,33.97,,,,,,,,,,,,,,,
22.39,M,62,59.39,1.71,20.27,,,,,,,,,,,,,,,
15.50,M,32,78.95,1.97,20.28,,,,,,,,,,,,,,,
39.65,F,40,79.82,1.63,29.88,,,,,,,,,,,,,,,
41.24,F,34,70.17,1.47,32.35,,,,,,,,,,,,,,,
15.77,M,46,52.08,1.71,17.83,,,,,,,,,,,,,,,
18.28,M,40,73.25,1.86,21.07,,,,,,,,,,,,,,,
33.42,F,35,68.31,1.63,25.64,,,,,,,,,,,,,,,
25.85,M,38,89.19,1.79,27.76,,,,,,,,,,,,,,,
38.15,F,24,70.29,1.49,31.69,,,,,,,,,,,,,,,
7.71,M,24,52.48,1.85,15.33,,,,,,,,,,,,,,,
36.49,F,28,94.94,1.79,29.54,,,,,,,,,,,,,,,
40.50,F,42,88.57,1.71,30.20,,,,,,,,,,,,,,,
48.69,F,53,74.15,1.46,34.91,,,,,,,,,,,,,,,
31.94,M,65,87.54,1.78,27.66,,,,,,,,,,,,,,,
17.89,M,45,73.95,1.93,19.78,,,,,,,,,,,,,,,
29.80,M,59,105.21,1.97,27.02,,,,,,,,,,,,,,,
32.01,F,26,76.24,1.71,26.19,,,,,,,,,,,,,,,
28.08,F,42,63.04,1.78,19.85,,,,,,,,,,,,,,,
33.04,F,19,91.58,1.80,28.39,,,,,,,,,,,,,,,
46.75,F,55,87.25,1.63,32.92,,,,,,,,,,,,,,,
28.11,F,30,69.59,1.77,22.18,,,,,,,,,,,,,,,
10.89,M,25,62.13,1.87,17.79,,,,,,,,,,,,,,,
34.40,F,58,60.96,1.66,22.05,,,,,,,,,,,,,,,
27.75,F,41,60.37,1.75,19.76,,,,,,,,,,,,,,,
21.26,M,40,84.87,1.90,23.55,,,,,,,,,,,,,,,
37.05,F,63,63.88,1.66,23.30,,,,,,,,,,,,,,,
46.38,F,64,100.51,1.80,30.88,,,,,,,,,,,,,,,
24.94,M,52,93.07,1.96,24.32,,,,,,,,,,,,,,,
33.80,F,46,55.26,1.52,23.85,,,,,,,,,,,,,,,
39.73,F,24,75.91,1.52,33.01,,,,,,,,,,,,,,,
46.25,F,53,100.55,1.75,32.88,,,,,,,,,,,,,,,
23.45,M,36,97.86,1.93,26.15,,,,,,,,,,,,,,,
39.54,F,56,89.18,1.83,26.71,,,,,,,,,,,,,,,
34.31,F,32,77.11,1.69,26.96,,,,,,,,,,,,,,,
23.23,M,47,92.54,1.97,23.85,,,,,,,,,,,,,,,
37.07,F,26,99.85,1.81,30.41,,,,,,,,,,,,,,,
36.30,F,21,87.81,1.69,30.72,,,,,,,,,,,,,,,
50.23,F,64,106.03,1.76,34.09,,,,,,,,,,,,,,,
22.27,M,56,74.20,1.87,21.33,,,,,,,,,,,,,,,
28.25,F,20,50.99,1.45,24.20,,,,,,,,,,,,,,,
13.89,M,44,57.23,1.85,16.64,,,,,,,,,,,,,,,
27.35,M,44,83.09,1.73,27.86,,,,,,,,,,,,,,,
46.52,F,54,107.36,1.81,32.92,,,,,,,,,,,,,,,
49.28,F,64,68.47,1.43,33.30,,,,,,,,,,,,,,,
19.90,M,31,85.90,1.89,24.15,,,,,,,,,,,,,,,
42.29,F,62,92.87,1.83,27.86,,,,,,,,,,,,,,,
28.33,M,56,79.99,1.74,26.37,,,,,,,,,,,,,,,
20.83,M,50,68.45,1.79,21.28,,,,,,,,,,,,,,,
37.76,F,65,58.19,1.57,23.51,,,,,,,,,,,,,,,
39.35,F,21,100.74,1.74,33.27,,,,,,,,,,,,,,,
17.74,F,18,52.26,1.82,15.83,,,,,,,,,,,,,,,
30.77,F,21,55.20,1.45,26.11,,,,,,,,,,,,,,,
24.87,M,62,75.10,1.83,22.34,,,,,,,,,,,,,,,
23.76,M,49,91.52,1.96,23.91,,,,,,,,,,,,,,,
26.53,M,46,86.79,1.80,26.80,,,,,,,,,,,,,,,
12.33,M,27,69.99,1.94,18.60,,,,,,,,,,,,,,,
12.40,M,53,50.61,1.92,13.68,,,,,,,,,,,,,,,
37.10,M,55,101.37,1.73,33.88,,,,,,,,,,,,,,,
16.83,M,34,75.43,1.89,21.01,,,,,,,,,,,,,,,
21.40,M,65,62.07,1.81,18.87,,,,,,,,,,,,,,,
42.19,F,62,65.92,1.54,27.78,,,,,,,,,,,,,,,
18.59,M,24,71.17,1.71,24.39,,,,,,,,,,,,,,,
44.81,F,40,71.48,1.45,34.17,,,,,,,,,,,,,,,
28.49,M,55,78.11,1.71,26.70,,,,,,,,,,,,,,,
24.05,M,62,78.99,1.91,21.66,,,,,,,,,,,,,,,
21.63,M,53,76.88,1.90,21.37,,,,,,,,,,,,,,,
39.08,F,44,92.79,1.80,28.63,,,,,,,,,,,,,,,
30.41,F,28,56.59,1.52,24.48,,,,,,,,,,,,,,,
32.28,M,38,101.28,1.75,33.11,,,,,,,,,,,,,,,
25.35,M,56,71.95,1.74,23.89,,,,,,,,,,,,,,,
18.21,M,58,62.88,1.89,17.56,,,,,,,,,,,,,,,
29.35,M,60,83.27,1.77,26.46,,,,,,,,,,,,,,,
14.08,M,50,56.27,1.90,15.65,,,,,,,,,,,,,,,
32.25,M,48,103.71,1.82,31.17,,,,,,,,,,,,,,,
38.77,M,64,107.27,1.79,33.54,,,,,,,,,,,,,,,
16.88,M,29,76.98,1.87,22.01,,,,,,,,,,,,,,,
37.42,F,58,75.30,1.75,24.57,,,,,,,,,,,,,,,
29.98,F,49,64.82,1.80,20.09,,,,,,,,,,,,,,,
43.96,F,38,107.93,1.79,33.85,,,,,,,,,,,,,,,
46.47,F,64,103.05,1.82,30.96,,,,,,,,,,,,,,,
46.10,F,62,86.74,1.67,31.04,,,,,,,,,,,,,,,
12.61,M,26,64.28,1.84,19.02,,,,,,,,,,,,,,,
23.66,M,53,87.11,1.94,23.06,,,,,,,,,,,,,,,
28.42,F,22,76.96,1.79,23.97,,,,,,,,,,,,,,,
33.24,F,18,89.14,1.76,28.75,,,,,,,,,,,,,,,
35.74,F,64,54.35,1.57,22.02,,,,,,,,,,,,,,,
40.56,F,51,69.32,1.56,28.52,,,,,,,,,,,,,,,
14.28,M,40,64.78,1.91,17.73,,,,,,,,,,,,,,,
43.61,F,34,107.40,1.77,34.33,,,,,,,,,,,,,,,
24.35,M,32,95.75,1.86,27.66,,,,,,,,,,,,,,,
18.05,M,32,86.80,1.97,22.41,,,,,,,,,,,,,,,
35.52,F,18,73.44,1.55,30.65,,,,,,,,,,,,,,,
23.12,M,19,86.69,1.73,29.12,,,,,,,,,,,,,,,
34.65,F,62,54.74,1.60,21.50,,,,,,,,,,,,,,,
21.57,M,29,76.62,1.72,25.92,,,,,,,,,,,,,,,
40.09,F,26,95.24,1.70,32.93,,,,,,,,,,,,,,,
34.06,F,57,57.16,1.61,21.96,,,,,,,,,,,,,,,
12.40,M,36,63.49,1.94,16.94,,,,,,,,,,,,,,,
19.14,M,59,66.61,1.92,18.14,,,,,,,,,,,,,,,
29.55,F,34,58.88,1.61,22.61,,,,,,,,,,,,,,,
31.91,F,23,59.60,1.49,26.68,,,,,,,,,,,,,,,
42.88,F,33,108.87,1.79,33.91,,,,,,,,,,,,,,,
37.39,F,59,76.31,1.77,24.35,,,,,,,,,,,,,,,
29.09,M,45,93.69,1.79,29.11,,,,,,,,,,,,,,,
21.48,M,46,70.17,1.76,22.58,,,,,,,,,,,,,,,
39.39,F,59,84.70,1.80,26.01,,,,,,,,,,,,,,,
13.37,M,29,70.40,1.92,19.08,,,,,,,,,,,,,,,
43.73,F,37,77.98,1.52,33.85,,,,,,,,,,,,,,,
34.59,F,36,77.95,1.72,26.42,,,,,,,,,,,,,,,
13.76,M,35,70.86,1.97,18.26,,,,,,,,,,,,,,,
8.65,M,19,66.54,1.97,17.06,,,,,,,,,,,,,,,
34.04,F,24,86.01,1.74,28.27,,,,,,,,,,,,,,,
34.75,F,32,59.86,1.48,27.33,,,,,,,,,,,,,,,
19.60,M,24,97.64,1.97,25.23,,,,,,,,,,,,,,,
19.61,M,33,90.23,1.96,23.52,,,,,,,,,,,,,,,
42.53,F,34,72.74,1.48,33.42,,,,,,,,,,,,,,,
15.15,M,39,70.05,1.94,18.65,,,,,,,,,,,,,,,
